Gene_id	A1	B1	A2	A3	B2	B3	length
G001991	847	3435	802	887	2186	1180	1373
G001992	1299	1043	1749	1419	572	995	1635
G001993	512	2683	628	681	1614	1269	1652
G001994	120	543	211	124	254	263	1320
G001995	26572	118923	12770	32954	99736	56095	660
G001996	444	1665	610	552	769	671	1872
G001997	285	1042	225	329	390	571	1251
G001998	803	2760	533	870	1757	1360	726
G001999	2513	3370	5503	2878	3259	2419	600
G002000	38077	25833	10180	43453	14874	8706	372
G002001	40757	16358	45795	46669	12038	17333	639
G002002	176	139	208	172	52	142	804
G002003	11913	23728	6169	11232	11283	14236	4962
G002004	1153	1692	2035	1493	831	800	645
G002005	405	751	404	420	339	348	1422
G002006	548	518	417	498	297	202	771
G002007	352	1439	442	378	974	514	1191
G002008	1285	3429	1984	1325	1922	3213	2478
G002009	90	309	36	66	120	45	810
G002010	2880	11646	2762	3689	6078	3598	1365
G002011	3600	1098	2437	3849	956	1541	779
G002012	449	773	465	481	434	415	822
G002013	409	1166	831	440	613	680	807
G002014	1940	2978	1786	2088	2365	4167	1587
G002015	125	260	256	165	136	213	1185
G002016	70	46	175	123	23	249	855
G002017	57132	27167	51943	51638	28276	90771	288
G002018	2427	8596	2138	2635	3746	3722	2214
G002019	587	754	1087	659	538	455	840
G002020	233	482	275	190	217	267	900
G002021	581	794	1079	705	329	650	1764
G002022	58	104	126	51	26	156	2310
G002023	651	2658	1355	577	1198	1266	1179
G002024	2672	16226	1480	2662	6575	9164	4128
G002025	343	509	682	448	246	450	1325
G002026	39	43	38	68	34	165	543
G002027	129	129	204	147	97	194	1695
G002028	1693	4923	4606	1761	1402	2916	1890
G002029	298	220	393	307	100	148	3885
G002030	2237	1360	1910	2356	1152	4293	457
G002031	219	714	341	264	399	473	690
G002032	3438	10164	3285	4592	7314	8294	750
G002033	797	1967	663	875	1103	1492	987
G002034	457	1284	355	378	651	606	1514
G002035	34244	52586	28271	32636	23325	21931	414
G002036	885	2030	1252	837	1317	730	513
G002037	991	4177	614	931	1626	1111	3956
G002038	261	1754	304	254	570	507	2619
G002039	729	548	934	874	281	1489	477
G002040	743	2633	488	839	1650	1252	1464
G002041	1720	2302	1447	2006	1178	2581	1203
G002042	3262	2072	2146	2920	1283	3629	440
G002043	486	1776	590	473	936	616	1432
G002044	352	2450	424	480	1451	1137	1711
G002045	10864	11585	13946	13506	7696	14890	336
G002046	1424	1534	1646	1504	1077	1715	773
G002047	164	531	185	206	249	326	2805
G002048	733	237	953	752	185	126	1317
G002049	763	595	996	858	541	239	834
G002050	9157	4396	9633	11991	3480	2092	1040
G002051	771	413	1589	770	275	192	672
G002052	4825	3417	2114	4940	2401	1359	1887
G002053	1700	877	2030	2074	481	301	948
G002054	350	131	433	344	57	56	456
G002055	779	161	1130	911	73	161	1371
G002056	915	484	726	860	210	239	1770
G002057	1385	2341	526	1396	1353	910	940
G002058	860	427	818	812	313	693	1465
G002059	4419	1344	3850	4966	1198	3683	854
G002060	215	306	313	155	130	192	1203
G002061	5220	1921	5536	6174	1544	3591	339
G002062	3199	549	1686	3063	719	1823	585
G002063	2088	4772	1272	2536	3211	3433	1632
G002064	743	1077	1434	948	576	851	1929
G002065	648	857	1281	764	610	789	660
G002066	51220	29081	40552	68815	25816	48179	384
G002067	741	1222	1055	830	916	1101	1407
G002068	781	1138	1164	770	529	759	1208
G002069	97	205	202	150	100	272	1473
G002070	2699	2094	2185	2561	1137	1679	860
G002071	4648	2301	4040	5927	1214	6536	408
G002072	1206	2642	1341	1343	1465	1068	2616
G002073	331	569	233	305	255	160	858
G002074	1054	3486	1977	1360	1755	2314	1557
G002075	16627	105003	21335	19745	54192	30951	738
G002076	188	1198	223	199	234	253	909
G002077	131	1388	143	134	774	661	1473
G002078	5371	2503	2568	4266	1518	3629	636
G002079	355	1303	268	365	541	387	1896
G002080	281	1078	143	188	716	273	1197
G002081	316	675	514	425	468	478	1144
G002082	636	995	1247	647	522	610	1924
G002083	655	1100	1456	840	747	719	1247
G002084	882	3568	1133	884	1515	1213	3129
G002085	378	2364	230	388	603	736	2061
G002086	479	691	361	466	489	347	1058
G002087	299	985	444	323	438	367	1098
G002088	2348	5188	3500	3128	2677	2742	1056
G002089	590	1945	666	522	756	967	1533
G002090	4061	4886	2690	4999	2625	1661	2068
G002091	869	1244	598	986	667	328	678
G002092	3462	1587	1301	3473	1292	846	1059
G002093	5060	3371	4696	5451	2183	1017	510
G002094	2788	3814	1924	3017	1665	1555	2490
G002095	6551	8812	1922	6423	4309	3342	2388
G002096	2142	1278	1796	2148	814	513	1212
G002097	23434	4212	15164	25627	4596	11157	369
G002098	1537	7979	1173	1475	2890	1996	1947
G002099	152	200	337	196	60	91	884
G002100	1040	2455	1355	1335	1106	912	2452
G002101	1081	445	1475	1825	332	851	616
G002102	742	373	828	778	252	1154	540
G002103	1026	1418	1669	1293	810	1185	891
G002104	92	17	198	89	8	37	534
G002105	6626	7570	2317	9335	5606	2519	627
G002106	1250	476	1517	2198	501	1254	240
G002107	2778	997	3363	3697	867	2406	798
G002108	1481	4525	1085	1625	2065	1657	3645
G002109	558	1127	615	607	690	603	1209
G002110	409	1604	835	503	686	1111	2580
G002111	671	447	749	775	452	685	483
G002112	712	253	491	583	318	674	354
G002113	232	530	235	219	157	197	2137
G002114	618	1361	855	565	352	912	4173
G002115	66	48	81	101	39	33	1128
G002116	3012	3734	1882	3614	2259	3023	1869
G002117	4529	4933	2736	5101	3149	4246	1350
G002118	671	325	724	819	231	533	1022
G002119	3463	3957	3330	3580	2617	3510	606
G002120	873	3904	567	804	1172	1305	2796
G002121	54	127	103	57	47	78	1387
G002122	791	726	771	872	377	1098	774
G002123	573	511	378	533	132	365	2012
G002124	765	1703	665	840	733	676	1366
G002125	841	966	710	1067	575	963	773
G002126	961	477	854	913	198	886	348
G002127	9374	5167	4544	6855	2663	9014	781
G002128	107	259	100	145	125	134	1899
G002129	2180	6172	1804	2097	2825	2189	1965
G002130	165	374	186	211	178	281	1755
G002131	925	4691	928	1127	1756	1926	1035
G002132	1453	3543	2472	1658	1369	1159	885
G002133	106	249	87	81	106	66	432
G002134	2523	2989	2151	2819	1468	2487	1160
G002135	19	2	29	5	3	7	771
G002136	32	0	92	26	3	15	318
G002137	43	10	29	41	4	21	1509
G002138	3002	4698	2129	3186	2582	3607	1590
G002139	1495	1705	996	1680	571	1686	2400
G002140	87	168	9	113	52	77	294
G002141	38538	17661	134	53486	9173	36292	171
G002142	686	1676	186	743	1286	597	561
G002143	13345	24108	12151	17516	17528	16125	827
G002144	529	924	918	674	373	520	882
G002145	1046	1722	498	984	1219	448	627
G002146	1015	5091	717	1055	2375	1313	639
G002147	25	50	28	46	44	72	552
G002148	641	1443	1171	851	984	944	1467
G002149	218	239	223	211	119	130	1032
G002150	209	671	269	299	284	246	3936
G002151	301	470	986	350	242	268	855
G002152	188	125	246	179	57	183	906
G002153	6533	1604	6403	6590	2091	3851	569
G002154	1968	3631	1226	1736	2925	2026	900
G002155	206	503	173	274	199	286	390
G002156	18338	14891	21669	14235	10706	11383	342
G002157	1418	2016	868	1285	1098	1199	1593
G002158	1820	5488	1913	2002	2437	3082	1395
G002159	5	10	135	105	10	105	438
G002160	9963	22202	3668	10839	9574	11394	1113
G002161	2046	1555	1573	2233	968	2842	683
G002162	625	1225	594	643	826	571	1353
G002163	4300	17550	5123	5335	4190	7367	1350
G002164	2209	5029	4159	2102	2551	2275	1188
G002165	825	3100	643	865	1621	865	771
G002166	1293	2841	427	1291	1604	863	1194
G002167	235	545	275	289	172	209	1605
G002168	906	973	2708	953	331	565	1161
G002169	3111	3661	7514	4419	2394	2786	621
G002170	3749	9137	6591	5105	4987	6414	1137
G002171	357	776	701	355	330	415	798
G002172	5135	22327	4425	5767	9609	6065	1248
G002173	788	643	1511	855	403	1500	408
G002174	7055	7828	7375	6927	5791	4024	1416
G002175	1545	2553	3808	1812	1317	1834	3351
G002176	820	355	622	887	137	642	906
G002177	445	962	428	408	626	501	1323
G002178	105	201	52	144	126	84	483
G002179	351	403	520	406	247	257	384
G002180	9353	4854	9338	12104	3417	4248	715
G002181	10757	9280	4005	8854	6278	4130	378
G002182	1303	916	1958	1161	526	1398	1023
G002183	354	1330	179	368	806	398	688
G002184	1365	3974	595	1241	2680	1553	1032
G002185	196	555	292	220	215	176	1338
G002186	1393	3902	2591	2100	1905	4583	1586
G002187	75	409	117	99	184	258	1659
G002188	517	1673	1481	420	522	766	1278
G002189	9903	79524	6471	8567	24459	22732	990
G002190	491	1377	273	526	650	805	1743
G002191	1316	5386	1029	1394	2182	2713	3492
G002192	353	949	215	322	604	413	1168
G002193	30	48	37	23	44	24	360
G002194	1311	3142	909	1303	2835	2132	1361
G002195	355	1998	337	396	842	851	2889
G002196	5	15	2	8	10	14	552
G002197	583	2033	953	605	1056	1142	789
G002198	596	1245	1135	734	603	1133	4164
G002199	793	4383	518	842	3248	2229	2082
G002200	743	2695	728	824	1528	1415	1620
G002201	532	1034	543	479	598	929	3435
G002202	23	481	12	25	892	387	1434
G002203	106	890	342	174	257	334	2309
G002204	433	454	681	453	312	346	606
G002205	1312	4075	1289	1446	2639	2030	1338
G002206	308	1272	341	289	491	732	2613
G002207	272	227	391	444	146	354	696
G002208	2196	2015	3540	2060	1014	2359	774
G002209	331	951	371	368	587	969	1008
G002210	228	97	365	232	147	129	753
G002211	346	408	569	432	207	370	1293
G002212	129	294	327	252	168	316	2535
G002213	2142	9288	3202	2092	6015	3447	1026
G002214	42916	59012	17876	50469	46081	81449	1170
G002215	43	264	31	42	150	90	925
G002216	252	559	337	313	220	362	1515
G002217	4	12	10	8	11	9	591
G002218	1329	5058	1902	1380	3188	1304	1494
G002219	498	482	441	436	277	373	990
G002220	1795	1000	1207	2073	737	889	683
G002221	287	497	230	242	367	196	525
G002222	1818	3557	863	1725	1859	1206	877
G002223	4890	9460	323	4629	5939	1107	1173
G002224	341	1774	211	345	850	540	855
G002225	1477	2883	1936	2161	1665	1145	561
G002226	493	1599	223	494	662	545	1692
G002227	1001	2306	1307	1326	1235	1086	1017
G002228	2030	8132	1773	2391	3069	4228	3375
G002229	38	21	113	45	27	38	1062
G002230	12078	9204	11792	14115	6211	14748	831
G002231	598	143	419	593	133	213	338
G002232	2455	4880	2782	2505	3626	4540	2154
G002233	8092	40169	17194	7717	17972	12344	921
G002234	0	13	0	0	16	67	366
G002235	8656	13840	7230	9463	9308	10027	1256
G002236	999	2065	389	951	1214	647	360
G002237	1287	6753	693	1487	3162	2175	3426
G002238	1698	5677	1034	1654	1888	1254	2865
G002239	3013	4864	3400	3328	2930	3500	4713
G002240	894	2005	578	999	1203	989	2118
G002241	675	1498	1313	701	1545	726	1008
G002242	3381	1752	2201	2626	1092	1022	378
G002243	1536	965	2164	1486	502	2016	432
G002244	415	322	501	511	172	429	676
G002245	325	199	540	365	81	175	1650
G002246	1522	811	1034	1568	422	598	345
G002247	5687	7338	7709	7269	3405	2842	642
G002248	152	239	136	106	147	160	612
G002249	1303	2021	1314	1358	1225	1472	2028
G002250	1051	2375	899	1279	1313	1073	552
G002251	2681	12736	3517	3036	4953	4425	1963
G002252	2898	4423	3912	2867	1512	2437	1304
G002253	749	1809	586	854	601	630	720
G002254	3512	1005	3506	3832	572	1830	906
G002255	206	417	226	196	142	138	1224
G002256	23	50	55	60	14	37	1407
G002257	469	851	730	543	210	404	3801
G002258	7356	8057	3107	8435	5067	4853	660
G002259	300	482	382	272	272	265	878
G002260	20062	98112	15807	17268	28026	26415	1092
G002261	7812	35370	6036	4338	8618	17409	1593
G002262	18238	103946	23222	19433	25798	20025	1398
G002263	17934	73582	16954	19009	20413	31863	2943
G002264	4081	7556	2460	4724	4141	3902	949
G002265	2043	4288	1239	2282	2274	2069	1608
G002266	1155	1288	883	1203	836	937	978
G002267	19325	5851	19196	28039	3831	10937	411
G002268	68015	71685	39349	63778	46008	78529	438
G002269	75	35	151	86	21	130	906
G002270	3687	3745	9948	4091	2097	2492	567
G002271	5186	6454	3159	5629	4080	5940	636
G002272	1570	2485	1097	1556	1439	1690	1458
G002273	3527	4323	3518	3535	2239	1813	975
G002274	567	1105	750	605	302	391	1448
G002275	320	523	325	342	170	281	1061
G002276	845	2162	715	1125	784	491	986
G002277	617	3111	185	601	1273	589	801
G002278	447	1198	364	471	465	714	2094
G002279	1872	6418	2223	2106	2207	2025	804
G002280	1034	1842	1420	1707	1175	989	1066
G002281	1393	1927	1047	1529	849	1011	1248
G002282	825	3539	305	798	1281	1707	2581
G002283	533854	427276	624605	750449	255093	395389	639
G002284	1513	2047	663	1890	1446	986	519
G002285	92	88	53	106	69	66	465
G002286	1494	4781	1438	1446	2467	1723	1782
G002287	445	161	1035	689	101	447	618
G002288	1273	6540	1089	1509	2358	2788	3501
G002289	238	359	317	293	122	248	1587
G002290	898	961	1006	1185	553	731	945
G002291	1226	882	1580	1323	488	1073	633
G002292	1874	5573	777	1638	1727	1470	8613
G002293	293	649	295	356	313	343	1328
G002294	11	14	28	17	12	12	417
G002295	214	551	167	250	203	216	1444
G002296	148	478	193	145	176	104	894
G002297	1640	7719	767	1981	3087	3098	1452
G002298	82	192	146	98	56	118	1415
G002299	1213	1573	894	1146	872	1836	612
G002300	4386	11118	6288	5344	5965	4463	1326
G002301	1096	712	1822	1232	319	846	867
G002302	1577	3679	1182	1789	1886	1972	1568
G002303	2399	1636	3244	3656	699	1843	348
G002304	471	923	300	480	372	514	1272
G002305	2272	6896	1117	2504	4651	2445	3168
G002306	2270	1235	2137	2368	814	3455	694
G002307	753	561	806	896	415	393	969
G002308	389	611	211	423	454	224	1440
G002309	3030	19721	1407	2874	9932	5936	1530
G002310	686	3519	406	781	1695	1153	2061
G002311	2942	1169	3266	3990	992	2877	662
G002312	1998	1767	2365	1787	802	1377	675
G002313	1121	1940	816	1199	661	1122	675
G002314	14	3	28	27	9	11	702
G002315	22	14	16	28	24	3	1422
G002316	3739	1586	3364	2856	1152	2446	437
G002317	1767	3071	2849	1932	2032	1696	620
G002318	2565	4953	2538	2487	2753	2595	630
G002319	131	118	286	139	62	195	1617
G002320	284	168	438	362	56	237	1302
G002321	563	233	692	703	122	594	729
G002322	795	1526	887	882	651	664	1025
G002323	735	1326	1051	743	569	995	1710
G002324	477	857	412	491	303	377	2577
G002325	2953	5728	4752	3873	3144	3700	960
G002326	701	865	1709	984	301	1231	2151
G002327	243	883	481	270	262	286	588
G002328	3637	10680	1620	3791	4564	3714	1338
G002329	330	437	437	431	272	357	489
G002330	189	306	910	258	188	151	621
G002331	1070	5013	712	1244	2761	2683	918
G002332	28	14849	23	45	8165	7251	1335
G002333	64	3302	61	76	1695	2133	555
G002334	874	785	701	931	870	780	483
G002335	448	454	375	416	301	305	1508
G002336	328	1067	108	261	543	445	861
G002337	645	1449	524	657	462	685	3171
G002338	1994	1926	1981	2558	1607	1903	1113
G002339	431	1744	387	428	759	499	2139
G002340	160	450	281	139	254	259	729
G002341	133	661	136	155	292	220	1221
G002342	126	429	141	157	158	234	1560
G002343	2541	9717	2266	2730	4187	5205	3294
G002344	404	1765	169	375	1927	768	996
G002345	3526	9123	3835	4032	3758	5598	4332
G002346	4285	24239	3138	5019	11612	10035	2547
G002347	5619	3516	5943	5351	2495	5975	252
G002348	4608	14061	4690	4966	10580	6735	1806
G002349	635	1514	869	741	736	1121	3267
G002350	1888	5037	1173	2053	2095	1995	3242
G002351	8384	8708	5677	7756	4320	6130	966
G002352	408	460	423	397	295	264	702
G002353	132	128	170	122	92	98	1140
G002354	239	184	423	397	89	237	804
G002355	1809	2122	3270	1895	1184	868	524
G002356	681	1479	469	617	1021	522	1833
G002357	964	1908	1714	940	1004	911	852
G002358	554	437	665	680	181	544	969
G002359	470	1204	137	529	900	446	717
G002360	5847	7540	2044	6205	5345	6543	1269
G002361	19	630	4	26	327	200	774
G002362	76	614	16	64	247	164	1131
G002363	909	1188	678	998	647	799	1005
G002364	579	824	776	707	589	830	1257
G002365	431	1571	457	512	958	556	742
G002366	526	1587	549	603	653	764	3595
G002367	576	1584	920	774	1146	890	1329
G002368	233	1958	123	207	957	493	756
G002369	12383	54160	10810	13303	26499	23414	1098
G002370	687	1709	1406	704	924	885	777
G002371	342	765	586	342	305	648	2847
G002372	1971	2743	2872	1665	1342	1079	1036
G002373	724	176	630	1247	111	277	318
G002374	631	1649	644	846	632	638	1540
G002375	1004	762	884	988	475	589	660
G002376	1256	2295	1071	1490	1289	1318	1164
G002377	2295	3883	4618	2573	1257	1555	1958
G002378	4614	9546	3597	5108	5509	3554	1609
G002379	277	374	279	323	169	147	1065
G002380	368	270	693	510	211	243	1410
G002381	1115	1719	620	1164	861	459	1416
G002382	367	358	652	649	173	283	1551
G002383	2436	803	3005	5025	522	2336	1191
G002384	4488	1920	3002	4785	1450	1435	375
G002385	2060	656	1534	2127	432	563	319
G002386	99810	32442	75561	91068	23198	86881	531
G002387	16484	24944	19204	14782	10939	10572	660
G002388	711	370	588	960	253	267	540
G002389	13	7	13	5	6	1	825
G002390	686	1871	1203	844	987	1158	1581
G002391	9443	4678	8876	10135	3813	4000	449
G002392	327	1461	345	293	737	541	1131
G002393	405	897	592	397	534	738	1416
G002394	951	2221	1902	972	1672	1088	783
G002395	106	154	115	122	91	131	813
G002396	6767	12140	8657	7950	5268	5826	2661
G002397	3639	4610	2416	4438	4043	2582	1517
G002398	536	2133	826	558	660	775	2235
G002399	243	567	229	250	298	249	1440
G002400	413	428	934	506	293	887	822
G002401	3502	2860	5309	4026	1517	2007	762
G002402	1608	5618	1112	1756	2914	2062	1030
G002403	1170	625	1469	2013	1017	1947	264
G002404	769	1543	922	677	796	1012	1051
G002405	308	1394	565	421	526	959	1164
G002406	1539	2261	339	1470	1538	1859	1221
G002407	538	267	699	523	193	763	585
G002408	170	528	175	158	267	216	1869
G002409	8225	5614	7294	9198	5886	5293	660
G002410	40	118	62	51	110	48	601
G002411	126	336	298	146	135	249	1935
G002412	585	2087	796	547	636	901	2178
G002413	91	54	257	138	56	107	834
G002414	453	2658	304	501	979	710	2208
G002415	12567	9458	16260	18407	6842	9566	456
G002416	1652	4762	423	1839	4219	2989	1638
G002417	1257	4572	900	1403	2196	2019	1808
G002418	212	357	319	142	217	130	444
G002419	553	1907	1252	661	1158	723	960
G002420	5777	30912	1993	5622	13426	6031	4803
G002421	1110	2259	805	1103	1464	1220	1608
G002422	406	647	229	418	368	321	357
G002423	436	609	273	390	318	369	633
G002424	1104	665	852	1227	393	856	747
G002425	405	1338	609	474	333	401	1824
G002426	783	1818	419	679	1071	999	1812
G002427	514	1472	481	490	638	909	4143
G002428	700	1001	764	757	704	424	1242
G002429	928	1840	821	827	1033	1032	2334
G002430	654	155	702	900	89	879	832
G002431	380	564	618	384	201	306	1247
G002432	501	324	1092	633	232	394	882
G002433	3762	4674	6098	4547	6945	3482	757
G002434	937	2194	1085	840	1687	1614	705
G002435	327	769	583	414	528	545	1532
G002436	10900	43603	10374	13517	22303	19767	2532
G002437	1670	3113	2391	1811	1061	1018	555
G002438	1317	3129	2501	1446	1140	1183	2204
G002439	7857	6070	11367	10351	3465	4974	1479
G002440	594	546	660	725	315	990	642
G002441	336	702	603	366	386	540	819
G002442	158	179	253	207	93	300	1791
G002443	2	0	2	2	2	9	336
G002444	7164	19249	3653	7360	13300	8012	1602
G002445	880	719	1004	813	423	686	504
G002446	762	3793	1088	723	1656	1173	1659
G002447	2975	6634	6282	3380	4041	4672	516
G002448	101	333	266	115	179	141	633
G002449	1968	767	2635	3186	814	2925	336
G002450	255	294	366	271	166	273	1734
G002451	182	136	229	206	96	124	1550
G002452	1479	1534	956	2164	1190	783	520
G002453	292	58	275	345	42	80	855
G002454	1160	1689	1816	1323	859	670	669
G002455	1471	830	1696	1694	449	1252	787
G002456	4318	13315	4823	4201	6727	7408	1779
G002457	735	2544	886	938	1212	1411	1152
G002458	1398	4006	704	1307	2667	1505	1422
G002459	3815	2187	5732	4014	2579	1680	591
G002460	200	248	128	231	142	84	1107
G002461	316	414	193	337	218	180	936
G002462	17433	6865	12343	30775	4328	12087	234
G002463	3313	1780	2415	3414	1893	3188	1509
G002464	20654	7757	22596	22163	5888	17559	492
G002465	4750	6306	6990	4901	2370	2253	1170
G002466	1458	2661	2060	1682	1449	1547	1602
G002467	4148	9786	3091	4694	5992	2843	1806
G002468	1130	1200	2331	1272	799	1028	1179
G002469	1595	777	1216	1630	852	505	606
G002470	223	1103	241	225	399	435	2514
G002471	1242	1270	1136	1173	590	1194	1030
G002472	2971	2716	2460	3026	2364	1807	872
G002473	15173	14465	11975	14305	7668	23268	1104
G002474	3224	6264	1020	2981	3936	3952	1646
G002475	5125	28184	6350	5801	13405	12192	2031
G002476	650	537	2067	815	217	429	1518
G002477	1039	3276	1745	1488	1707	1436	885
G002478	390	690	622	426	311	462	1926
G002479	56	46	93	73	15	48	1371
G002480	10194	8117	9915	11664	5908	7123	357
G002481	339	583	534	358	307	323	2001
G002482	956	2161	1410	965	685	1143	3492
