Gene_id	A1	B1	A2	A3	B2	B3	length
G003995	567	643	1313	688	467	272	765
G003996	404	1502	463	558	672	697	963
G003997	1889	1630	1982	2163	758	884	684
G003998	113	318	98	178	163	111	927
G003999	218	573	490	311	246	253	1560
G004000	251	506	328	251	191	316	3261
G004001	2957	1081	2154	2640	571	3634	345
G004002	1847	3165	2065	1844	1816	1455	894
G004003	633	1124	907	747	505	908	2166
G004004	2285	13578	1273	2575	9548	5553	1065
G004005	4966	3089	5365	5470	4041	4379	984
G004006	1693	3040	1905	2596	1585	1842	2682
G004007	1015	3911	802	971	1491	1382	2925
G004008	366	924	593	447	279	535	2427
G004009	180	749	206	207	396	455	1641
G004010	8	5	22	20	12	21	351
G004011	5397	16106	4860	4452	11805	6981	1080
G004012	1384	3131	1561	1180	1978	1578	818
G004013	8213	4341	8961	8700	2779	9439	393
G004014	483	2825	354	507	1562	727	1549
G004015	134	398	121	134	212	178	1395
G004016	8798	9102	5020	8470	3730	8634	786
G004017	1521	2573	802	1804	1802	1291	2073
G004018	3920	5963	2100	4249	4728	2821	1554
G004019	10804	4818	7528	9261	2262	11030	471
G004020	335	384	503	350	262	265	483
G004021	5554	20900	4470	7440	12639	8028	972
G004022	464	238	708	638	155	424	1575
G004023	502	529	537	614	284	468	738
G004024	406	1266	316	512	418	604	5076
G004025	1420	779	1261	1664	501	1308	690
G004026	1277	359	1300	1145	272	1030	408
G004027	212	120	167	195	57	139	723
G004028	278	707	318	586	283	626	2217
G004029	5673	15557	4958	6812	9095	8466	1656
G004030	192	333	253	203	157	315	1170
G004031	741	1055	960	741	693	798	903
G004032	159	82	132	250	62	220	518
G004033	4429	5811	3399	4924	4838	4227	936
G004034	21	5802	23	37	4365	3210	1206
G004035	152	374	258	188	176	256	1809
G004036	22	10	77	33	6	5	594
G004037	268	823	353	301	678	491	951
G004038	727	1944	1215	808	913	1041	1761
G004039	263	478	640	469	223	612	3897
G004040	2042	8900	947	1930	4854	2712	2085
G004041	704	758	876	799	372	884	1737
G004042	838	2858	937	841	1413	1428	2157
G004043	280	711	357	318	411	325	1209
G004044	666	2607	520	686	968	1028	2496
G004045	143142	139298	116349	184186	78791	96545	573
G004046	148	535	154	172	160	227	3249
G004047	300	489	145	277	234	307	1104
G004048	1373	6269	2212	1348	1879	2049	1877
G004049	1196	702	1774	1650	340	1355	885
G004050	1000	1293	1644	954	331	893	4221
G004051	4149	1270	4450	4397	684	3466	336
G004052	298	545	623	403	261	326	1422
G004053	153	151	74	156	131	122	957
G004054	189902	364262	103527	315162	206375	212914	297
G004055	1387	3950	2022	1245	2416	2770	753
G004056	776	1801	1483	1522	715	1211	2082
G004057	896	1104	1085	909	703	598	354
G004058	531	254	798	748	131	822	406
G004059	821	325	567	700	182	376	673
G004060	891	335	443	995	125	658	672
G004061	513	2291	418	511	794	1070	2316
G004062	267	430	372	272	293	252	1018
G004063	40990	18820	31234	43393	17402	41250	309
G004064	46153	489	16494	54498	276	466	927
G004065	4882	16392	4871	4669	7756	3866	1259
G004066	261	410	203	326	346	179	375
G004067	676	347	715	1022	234	1335	353
G004068	926	2221	512	1162	1941	746	957
G004069	2362	1814	1374	2329	1479	3288	596
G004070	784	522	915	991	336	1342	683
G004071	214	654	181	163	405	173	1455
G004072	1040	3208	1964	1126	1351	1957	1356
G004073	1064	1185	2114	1455	548	1225	688
G004074	1511	4627	397	2091	2795	1470	642
G004075	1157	1927	1041	1531	914	749	658
G004076	1493	4948	1239	1546	1816	2185	2832
G004077	162	322	104	145	128	217	984
G004078	13459	22177	6663	15757	16605	21079	1242
G004079	10934	6929	8650	17661	6388	11090	774
G004080	719	994	613	546	802	689	618
G004081	2327	760	1473	3424	601	1576	459
G004082	373	1356	126	349	557	428	1419
G004083	43	111	92	49	93	43	624
G004084	4	3	5	4	5	11	723
G004085	604	1776	403	677	865	1062	2706
G004086	435	1870	467	469	895	876	1494
G004087	3879	14522	3016	4073	5220	5388	2913
G004088	3073	11204	2391	2806	4687	4058	2437
G004089	945	3045	1024	979	1799	1696	1530
G004090	941	1729	1273	1121	821	873	1500
G004091	3850	1592	2632	3969	1573	3781	639
G004092	577	1592	825	698	619	749	1680
G004093	3327	5745	2687	2577	3790	2547	711
G004094	316	627	378	303	242	242	702
G004095	72494	590257	31112	85972	240609	167985	915
G004096	128	1872	82	150	898	536	789
G004097	1894	4636	2628	1961	2112	4014	1185
G004098	6653	7716	5375	7398	6559	9568	639
G004099	2964	25067	2771	3130	14446	12616	589
G004100	344	962	429	445	456	439	1913
G004101	2362	3208	3110	2828	1956	2586	1557
G004102	34806	41949	80713	41311	24817	53579	636
G004103	1431	3017	922	1509	2232	1504	804
G004104	2271	8354	753	2009	4838	2420	1239
G004105	859	1443	1042	876	869	508	522
G004106	2221	4595	2608	2254	1972	3243	3183
G004107	3270	3190	5059	3745	1620	5043	759
G004108	779	469	1008	793	234	305	1362
G004109	600	1318	806	634	494	588	2391
G004110	45765	27231	31739	54205	19962	29798	912
G004111	35683	16594	38897	38863	10293	39413	540
G004112	354	417	468	496	153	233	1091
G004113	2980	12497	2701	3224	6121	7529	3219
G004114	3757	5078	3963	3448	3204	2488	694
G004115	497	1200	485	566	1397	997	1559
G004116	772	447	586	834	317	1583	768
G004117	13875	12923	22221	14893	14066	16457	1422
G004118	4056	1370	1248	4034	835	604	1877
G004119	576	2913	433	645	1234	1407	1233
G004120	526	3446	381	557	1330	866	1653
G004121	117	448	134	126	215	171	984
G004122	1	1	18	4	0	14	354
G004123	208	736	353	265	533	797	1078
G004124	9525	13168	11793	11009	13844	9564	2136
G004125	1987	2025	3135	2380	1071	1011	792
G004126	369	1527	733	335	516	469	1029
G004127	13145	8861	13857	13883	7635	6015	575
G004128	23328	21583	26690	25276	10422	26996	960
G004129	647	2196	1084	786	1024	1323	1206
G004130	3047	2337	2805	3456	1208	2277	411
G004131	7817	4134	11827	8905	1891	4138	925
G004132	1636	1398	2139	1951	999	1863	372
G004133	3283	2843	2622	3350	1888	2622	1056
G004134	1182	2855	1264	1172	1620	1257	1887
G004135	97	355	134	82	214	53	378
G004136	957	3538	501	1059	2251	1706	1296
G004137	1144	509	1258	1425	301	959	777
G004138	425	343	686	390	319	390	321
G004139	40391	79432	24338	44733	54681	33638	429
G004140	236	1349	588	224	670	493	897
G004141	979	851	836	1294	795	711	385
G004142	188	164	158	172	160	112	423
G004143	566	1352	605	511	403	597	3186
G004144	1602	6395	534	1645	3056	1915	1818
G004145	796	774	1077	960	584	968	674
G004146	245	896	678	249	300	404	1029
G004147	609	1325	642	595	471	339	621
G004148	1397	1426	1718	1497	498	1842	947
G004149	276	374	550	363	140	301	711
G004150	1720	3862	2724	2260	1726	1760	753
G004151	361	1495	269	340	568	735	1836
G004152	4494	5424	2941	4407	2905	2123	468
G004153	338	499	360	317	199	365	2772
G004154	878	790	1819	1293	337	1151	804
G004155	4567	20122	2836	5985	11080	3840	897
G004156	2752	1912	2382	2624	1180	1263	897
G004157	2018	671	1274	2359	428	1943	783
G004158	770	3126	1695	707	1199	1038	1020
G004159	885	1356	490	680	950	447	1434
G004160	10840	48937	5370	11710	25217	17049	2715
G004161	2124	531	2328	2361	476	1530	576
G004162	828	1295	401	754	770	501	1458
G004163	1892	1986	3300	2287	1740	1410	741
G004164	1899	3395	1693	1675	1878	1797	1529
G004165	434	1159	714	565	539	324	1374
G004166	149	217	273	122	95	91	996
G004167	339	889	175	240	279	240	1713
G004168	9255	23895	8361	11450	9643	11017	972
G004169	664	368	489	730	170	629	474
G004170	4546	2236	3912	4747	1329	1315	1431
G004171	273	401	384	239	105	92	669
G004172	359	1165	438	362	405	492	1677
G004173	1074	1198	1948	1369	436	684	1437
G004174	234	438	119	183	150	190	846
G004175	141	529	338	161	329	202	453
G004176	2222	2217	2606	1990	572	1714	996
G004177	1122	3232	608	975	1406	1490	918
G004178	4386	3226	4876	4874	1524	4273	1088
G004179	162	454	462	195	210	180	447
G004180	798	668	1076	865	205	638	582
G004181	165	268	228	123	108	149	1251
G004182	502	1286	846	639	569	691	1464
G004183	893	4068	437	697	1180	692	2697
G004184	169	73	176	145	43	104	714
G004185	19	40	38	18	29	17	687
G004186	2841	1453	2600	2654	604	2831	582
G004187	64	3270	163	76	2213	1811	1503
G004188	139	257	389	181	60	261	639
G004189	564	2234	553	724	701	752	1929
G004190	242	660	145	233	326	256	819
G004191	2424	1030	2685	3075	708	2259	568
G004192	4779	1004	4613	6000	779	3418	717
G004193	1114	2441	1157	1488	1539	778	732
G004194	351	505	177	323	319	460	465
G004195	619	2064	666	712	1038	842	1110
G004196	1299	1923	485	1372	928	896	1216
G004197	4656	10273	1636	4932	3327	4771	1326
G004198	246	698	80	297	463	261	1506
G004199	13443	5996	20806	14057	4178	9831	375
G004200	3717	3040	5395	4189	3667	3569	1203
G004201	858	859	748	907	494	375	1449
G004202	1135	917	1814	1266	529	919	837
G004203	3907	1370	3587	6559	1392	3016	1105
G004204	755	1816	1396	1028	695	723	2036
G004205	11438	39132	18368	15753	30016	25509	1260
G004206	47	23	100	80	20	8	594
G004207	55	37	142	206	26	160	531
G004208	252	190	620	370	93	176	1470
G004209	1191	941	1585	1341	756	822	510
G004210	368	2896	315	328	1325	975	1392
G004211	18	16	10	16	16	10	309
G004212	258	456	173	256	276	143	1914
G004213	596	2103	360	551	1205	842	2736
G004214	204	108	392	231	104	134	1787
G004215	502	501	1286	672	233	386	819
G004216	1842	3365	1268	1922	1402	1104	2160
G004217	428	989	256	472	467	286	1377
G004218	625	2979	672	612	1398	564	942
G004219	318	1879	453	408	649	334	1522
G004220	1066	476	1243	1941	399	985	848
G004221	2025	2197	3302	2098	1165	1496	1455
G004222	13203	7508	11424	14362	3615	8983	450
G004223	24983	19395	21944	29684	14577	11782	741
G004224	822	790	871	1016	626	623	610
G004225	2340	1020	2390	2247	714	2854	423
G004226	197	113	292	193	90	135	546
G004227	6845	27776	1094	6352	10922	2091	4872
G004228	454	1031	540	549	527	435	1602
G004229	1558	2079	2166	1723	1211	1249	990
G004230	848	1127	1756	923	486	484	1807
G004231	503	1222	363	531	729	689	2019
G004232	5898	9529	7839	7861	4736	8361	2586
G004233	255822	207110	103997	345331	115671	199620	648
G004234	409	187	524	425	249	806	426
G004235	241	420	243	328	223	232	1458
G004236	1157	3074	919	1219	1521	1078	2226
G004237	3481	2155	2771	3366	1181	891	609
G004238	2920	1679	2930	4032	1380	2041	390
G004239	1368	376	1324	1441	255	1040	378
G004240	385	423	340	438	265	255	1845
G004241	852	3614	437	807	1721	1296	1654
G004242	841	1476	1939	821	870	1030	1656
G004243	712	2461	662	668	1378	1229	1704
G004244	586	1803	547	639	610	743	3840
G004245	1424	5539	710	1635	2761	1852	1950
G004246	513	596	414	533	349	278	327
G004247	2155	2343	1116	1946	1766	1115	582
G004248	144	153	119	180	131	105	612
G004249	1978	7977	2242	2219	3089	3498	3069
G004250	913	2851	252	809	1101	362	2760
G004251	3789	1793	4338	4514	1144	5436	711
G004252	163	59	275	226	63	279	450
G004253	797	2036	907	793	933	1582	2732
G004254	28	25	24	15	24	20	381
G004255	925	1371	627	833	826	1464	1344
G004256	2003	1665	2166	2326	1143	1694	690
G004257	406	1118	385	494	444	600	972
G004258	476	1831	300	507	1363	756	553
G004259	449	1008	1548	465	468	605	627
G004260	19202	205693	16082	21532	110644	192272	957
G004261	202	709	319	253	265	408	618
G004262	1051	6532	993	1206	2198	2461	3243
G004263	340	209	392	357	118	435	780
G004264	537	496	573	797	327	386	627
G004265	810	1302	822	791	962	405	559
G004266	3695	2901	2558	4174	2566	3796	520
G004267	81	106	68	60	67	127	483
G004268	1244	1313	1462	1196	646	1363	1125
G004269	6096	6476	7723	6419	3391	7561	489
G004270	688485	449345	547538	946750	379798	1434383	447
G004271	227	584	397	317	286	481	2259
G004272	138	497	356	176	223	185	1182
G004273	1316	5052	857	1399	2863	2610	1551
G004274	2348	2922	2908	2325	1907	4888	879
G004275	382	2013	1264	642	850	968	954
G004276	161	692	108	162	469	244	816
G004277	1598	2575	1422	1983	1493	1450	716
G004278	50	8	27	51	8	16	888
G004279	788	1041	557	830	333	916	1875
G004280	419	483	459	475	196	270	672
G004281	1584	919	677	1626	605	800	827
G004282	956	1013	338	799	732	592	492
G004283	2056	511	1182	1782	317	1440	506
G004284	641	1463	205	658	754	477	1575
G004285	18057	16574	6438	21579	13004	10779	690
G004286	44144	35903	32494	50096	28970	15975	642
G004287	7596	9954	4228	7288	5352	4746	7089
G004288	974	2226	699	952	1025	494	603
G004289	14462	2934	68336	23521	5144	22802	279
G004290	1058	495	1324	986	395	699	992
G004291	25013	39174	11396	26692	26568	19737	1224
G004292	504	1336	859	659	656	623	911
G004293	6680	1145	5125	6944	1076	5202	423
G004294	1544	2013	1369	1787	907	1038	2598
G004295	309	274	841	801	146	621	782
G004296	401	612	821	616	254	426	921
G004297	795	778	1378	744	484	786	891
G004298	3415	5285	4265	3813	3176	3436	1116
G004299	93293	25964	166161	175008	16953	24797	3071
G004300	179	392	72	154	265	176	1170
G004301	129	129	206	186	107	84	747
G004302	2161	7906	2401	2130	5422	3361	2106
G004303	2018	2012	2066	1992	1376	1034	906
G004304	2190	6330	4906	2472	3621	2974	615
G004305	1405	1696	2553	1720	1369	2110	606
G004306	5890	8294	4859	6842	6478	5688	541
G004307	930	4085	921	1051	2436	1584	1607
G004308	1947	2407	2206	2008	1039	1438	786
G004309	412	1056	334	396	469	624	909
G004310	895	2223	828	862	812	1192	1236
G004311	570	316	664	610	286	509	551
G004312	7355	10680	6084	8737	9150	8818	576
G004313	784	697	790	720	285	482	466
G004314	187	429	347	296	133	325	1362
G004315	238	932	361	260	369	305	937
G004316	606	1701	645	807	772	1145	3825
G004317	182	273	124	166	178	170	546
G004318	1034	502	880	1030	340	1004	816
G004319	1041	1955	1389	824	906	738	1107
G004320	2588	1484	2468	2794	1034	1776	531
G004321	2487	1889	2914	2440	1166	1032	559
G004322	2314	4235	1496	2761	4824	2738	1629
G004323	2478	6709	3225	2461	3753	3726	1179
G004324	1266	5871	789	1402	3007	2339	1704
G004325	818	4001	544	900	1468	1108	1896
G004326	3968	8454	4812	4149	5651	4891	693
G004327	4131	9513	2623	4376	6384	3601	540
G004328	8107	5022	10269	10269	5112	3967	345
G004329	1080	4312	493	1371	2950	1669	1383
G004330	1202	3694	495	1107	3097	1686	1461
G004331	5950	2668	5278	7673	1995	3319	408
G004332	599	300	603	705	207	333	549
G004333	1900	8154	1998	1653	3233	2384	573
G004334	1963	744	1628	1966	477	995	608
G004335	1518	6578	517	1466	2333	1007	3345
G004336	1446	2691	1370	1419	1094	1754	7019
G004337	411	442	678	639	155	638	941
G004338	1335	1483	1708	1423	913	679	507
G004339	1180	4545	733	1216	2673	986	1553
G004340	455	1130	564	524	368	363	981
G004341	1696	2920	1566	1952	2014	2098	1071
G004342	562	978	409	588	891	736	1335
G004343	792	421	1300	1000	247	859	750
G004344	2042	3121	1716	2503	1522	1382	825
G004345	1735	2973	1759	1699	1332	1789	3007
G004346	2148	858	4587	2695	524	1560	648
G004347	1624	2801	1916	1725	1650	1205	1935
G004348	274	505	331	280	285	208	708
G004349	215	54	276	336	13	18	504
G004350	120	27	205	225	24	100	846
G004351	613	558	1383	1708	251	282	701
G004352	787	1298	746	955	718	511	999
G004353	6312	3955	8091	9471	2378	2612	709
G004354	1602	3531	677	1569	2243	894	1929
G004355	6641	3632	6134	7256	2251	4415	626
G004356	1103	4067	1149	1054	1675	1644	2553
G004357	828	900	572	830	434	1006	1095
G004358	1835	1306	2019	2420	1010	2014	366
G004359	716	796	929	803	407	533	1115
G004360	550	1021	572	533	597	553	2574
G004361	159	368	196	191	167	158	1979
G004362	1543	975	1210	1254	668	1147	735
G004363	145	435	102	164	237	160	1431
G004364	78	10	18	73	1	22	1653
G004365	133	19	56	120	12	35	519
G004366	3727	2218	2581	4543	1836	2424	964
G004367	235	122	238	242	56	154	2400
G004368	2254	6545	1259	2305	4240	2022	849
G004369	2196	3699	1627	2462	1515	1231	810
G004370	836	2725	1417	1040	890	1289	3810
G004371	213	874	294	263	280	274	2013
G004372	165	244	132	196	205	238	1356
G004373	1250	7859	721	1244	4054	2711	2991
G004374	167	839	76	165	225	234	894
G004375	572	2461	872	676	986	1044	2613
G004376	1217	1455	1067	1114	1239	1534	468
G004377	2285	15745	4393	2529	9058	4695	723
G004378	322	1055	456	301	443	468	1119
G004379	26	2	25	28	6	12	492
G004380	38	5	11	57	7	10	1650
G004381	287	1018	195	251	379	286	1587
G004382	341	534	436	383	186	325	4913
G004383	1876	2803	1283	1944	1623	1250	2238
G004384	779	2802	827	758	1347	1125	2030
G004385	1123	1001	1401	1013	636	827	745
G004386	567	1453	503	613	722	508	1335
G004387	751	721	1470	1276	435	689	350
G004388	686	3031	167	797	1928	327	649
G004389	113	572	111	139	258	378	1674
G004390	1240	1315	1858	1661	880	1811	1613
G004391	5205	13395	2035	5593	8970	8322	680
G004392	11	70	9	13	47	26	1764
G004393	8	0	4	10	0	4	318
G004394	26	1	28	36	0	0	351
G004395	15	2	13	22	1	4	717
G004396	12	3	2	13	4	1	576
G004397	4242	9048	3218	4308	7921	5037	2019
G004398	5770	2198	5874	6633	1869	4011	661
G004399	12576	14115	13511	16166	10599	11511	780
G004400	1315	1016	821	1402	886	1051	813
G004401	3131	5205	4814	3114	3279	2322	1352
G004402	1904	651	1572	2065	486	1678	809
G004403	500	546	267	511	317	222	5826
G004404	1734	1312	2582	1712	652	1007	660
G004405	2225	4739	4524	2326	2740	1866	540
G004406	8317	7185	4821	10138	3455	5660	456
G004407	308	239	531	372	123	224	534
G004408	690	898	1184	710	484	1134	885
G004409	41026	20997	37318	54194	19309	54304	1119
G004410	638	3950	537	608	1509	995	1713
G004411	17193	61985	6862	17572	40616	19872	1635
G004412	773	1361	1371	969	856	740	771
G004413	2440	1112	1876	2045	932	1514	591
G004414	742	1714	1656	1148	800	642	1626
G004415	3849	4053	3318	4612	2786	2006	876
G004416	176	121	171	192	65	368	747
G004417	178	538	249	192	151	298	2352
G004418	342	343	524	418	232	346	1736
G004419	608	1562	1031	616	551	782	1422
G004420	180	414	159	166	303	410	364
G004421	2044	6062	1790	1929	3513	3497	1287
G004422	9141	15021	10771	10605	5276	12480	1533
G004423	3134	4393	1939	3543	4137	6211	888
G004424	515	2012	472	524	1095	989	2604
G004425	1918	5259	2663	3048	2599	3986	2175
G004426	516	695	541	635	363	402	2493
G004427	5277	7287	4544	5812	7232	4193	2181
G004428	3612	848	4526	3896	381	2413	651
G004429	189	413	405	245	167	210	1676
G004430	9	21	52	41	17	50	1278
G004431	470	103	366	471	84	247	1529
G004432	4248974	2120611	1653759	5100283	2000921	4571887	393
G004433	9796	7399	11099	13578	5860	7060	441
G004434	618	1379	636	721	621	871	2368
G004435	7993	2740	5831	7612	1936	4828	978
G004436	4657	2481	3045	5426	2380	2307	1815
G004437	141	48	192	185	27	253	1170
G004438	20	7	43	61	1	11	486
G004439	43381	18166	28812	52234	18600	25006	648
G004440	871	1125	543	864	683	415	810
G004441	212	313	289	224	171	181	1371
G004442	508	1212	1837	548	698	461	936
G004443	316	319	368	323	165	143	1173
G004444	230	733	89	221	228	154	816
G004445	7737	32206	3539	8337	13410	12049	2319
G004446	1173	4455	850	1273	1313	1521	3500
G004447	824	803	816	922	421	767	2058
G004448	122	102	255	195	48	195	951
G004449	466	1404	613	532	518	532	2160
G004450	4142	3325	4615	3924	1965	3307	537
G004451	129	115	81	124	68	107	447
G004452	3109	8054	1329	2854	3698	2374	2220
G004453	1643	5409	1645	1711	2558	2738	1833
G004454	1292	3624	857	1305	1573	1175	2196
G004455	6405	18735	4423	7037	12562	7978	1170
G004456	687	1306	1324	781	643	945	1029
G004457	1156	796	1581	1249	415	1111	786
G004458	957	816	1224	1135	329	334	849
G004459	2892	2555	6308	2796	1476	1958	1842
G004460	864	895	1032	878	709	715	631
G004461	32919	19422	31820	33805	17317	16351	1034
G004462	621	1934	404	673	1388	753	604
G004463	252	403	266	334	260	894	720
G004464	1071	1104	721	928	1041	1456	1039
G004465	2266	3171	1949	2485	2151	3777	708
G004466	355	1576	399	356	1034	874	900
G004467	11011	44457	18543	15309	35336	23116	742
G004468	385	3226	286	384	2013	1670	1250
G004469	2986	9955	2715	3240	7098	9901	657
G004470	1163	3590	934	1150	1990	2320	700
G004471	430	7381	447	410	2187	4241	846
G004472	1351	2118	1004	1478	1946	3184	1053
G004473	2610	6904	1715	2833	4287	7265	2079
G004474	1609	5744	2341	1626	2195	2507	1422
G004475	104	1017	87	89	428	442	1494
G004476	2782	1626	1798	2142	1190	4057	575
G004477	5406	66501	5688	6232	22274	20273	1461
G004478	1069	4608	1292	1351	2945	1903	670
G004479	2286	27744	864	2313	13752	11679	3171
G004480	367	1367	578	359	733	486	546
G004481	5274	18354	4315	6306	9610	9873	2652
G004482	49	27	42	51	15	46	652
G004483	5125	4522	6709	6748	3259	6881	899
G004484	2152	7868	1886	2397	4310	2996	2576
G004485	289	882	188	287	470	414	1941
G004486	703	1437	1647	736	689	872	474
G004487	3366	15240	2482	3567	10490	6275	1212
G004488	263	358	473	361	233	317	1274
G004489	919	1654	1015	790	775	930	3240
G004490	617	716	985	837	260	400	3211
G004491	384	224	581	295	103	159	516
G004492	584	337	1169	901	152	207	729
G004493	2530	3541	3318	2444	1253	1691	7671
G004494	1074	3166	955	1248	1732	1119	1881
G004495	4565	9460	5799	3761	5979	2732	576
G004496	15899	86156	5963	17721	38192	14764	2688
G004497	190	557	182	203	306	225	754
G004498	5961	8611	1974	6395	6216	4395	780
G004499	814	403	893	853	419	427	483
G004500	152	409	164	149	188	247	2166
G004501	397	137	829	427	112	122	435
G004502	85	259	157	158	120	148	1511
G004503	7410	7391	11123	7324	3770	6715	744
G004504	956	2673	1082	1109	1174	876	1611
G004505	7826	8186	2763	7895	6873	7813	651
G004506	319	317	304	370	136	180	696
G004507	8140	9797	14914	10892	3933	6349	411
G004508	735	1021	1082	763	441	322	1007
G004509	4680	1654	8892	5103	878	5892	309
G004510	1120	2955	893	980	1277	1116	1539
G004511	1252	2645	652	1154	1752	1633	924
G004512	3518	2567	2834	3782	1871	4102	663
G004513	1032	2120	886	1010	673	1120	4431
G004514	413	1387	204	343	374	346	1191
G004515	395	2023	160	429	436	493	1314
G004516	462	1540	218	589	326	411	1452
G004517	944	1682	1252	916	658	1059	1206
G004518	16465	7918	14753	16128	4776	14977	497
G004519	1494	1541	1408	1538	325	1305	1557
G004520	2666	2268	4306	3318	783	1869	1038
G004521	955	2639	1215	1082	891	1449	2866
G004522	558	500	241	599	240	350	771
G004523	56	221	51	89	88	75	1050
G004524	1249	4843	1129	1147	1591	1124	4584
G004525	1207	3224	1365	1252	1256	1607	1794
G004526	2342	8756	1262	2414	3040	2784	2100
G004527	2343	5646	3672	2294	2494	2099	642
G004528	240	728	185	260	223	378	1569
G004529	2226	2060	1519	1934	1091	1734	789
G004530	211	617	156	287	328	309	786
G004531	1437	2841	831	1456	1598	949	732
G004532	105417	326042	30803	121066	208848	161315	2142
G004533	1054	2929	856	923	1151	1057	1206
G004534	488	1552	1143	533	588	906	1458
G004535	206	951	302	223	379	399	1569
G004536	2718	7534	1585	2925	3708	2760	1434
G004537	196	2667	92	197	741	1106	8708
G004538	952	1369	778	964	668	717	1839
G004539	6289	3324	4942	5513	2128	2370	936
G004540	6004	6625	11144	7413	3916	4068	1536
G004541	1298	1256	1560	1168	687	1110	1155
G004542	725	534	1240	874	443	460	764
G004543	765	297	874	1212	151	516	866
G004544	232	434	358	295	209	329	990
G004545	7973	4477	10321	9649	2603	4246	320
G004546	5323	6150	8246	6591	5083	3008	388
G004547	1174	859	1713	1411	479	625	1053
G004548	4279	1792	3330	3744	1258	4962	732
G004549	960	737	1515	1274	600	894	858
G004550	7470	14140	8972	8760	9454	6874	1893
G004551	365	1350	273	435	648	602	2072
G004552	796	435	650	659	251	769	434
G004553	948	366	669	749	282	704	556
G004554	188	74	332	366	64	154	567
G004555	450	1400	360	455	670	436	1899
G004556	618	2282	452	579	1446	964	1744
G004557	652	433	858	739	212	762	1668
G004558	6085	1506	6919	6515	924	2386	639
G004559	1302	671	1937	1664	452	1263	731
G004560	723	626	1342	932	474	769	1465
G004561	927	3881	667	997	1355	1195	1920
G004562	672	804	820	799	665	655	561
G004563	3211	5523	5345	3353	3040	2706	1422
G004564	738	898	1434	781	944	842	423
G004565	470	2040	493	532	1274	859	603
G004566	466	651	686	651	379	595	1563
G004567	2101	7670	4350	2182	5024	4408	1521
G004568	523	1845	340	469	883	545	1623
G004569	9	53	10	6	27	12	834
G004570	341	350	568	365	206	444	813
G004571	315	394	321	345	261	486	876
G004572	199	283	212	227	201	384	333
G004573	367	966	565	437	609	629	1283
G004574	101	151	252	172	63	217	2037
G004575	207	625	794	247	294	432	1416
G004576	328	841	1150	501	348	1068	987
G004577	1107	8270	1244	1210	3620	3509	1233
G004578	167	1333	140	146	510	494	1206
G004579	845	1047	636	951	738	908	699
G004580	7	991	5	2	5169	362	1008
G004581	479	1294	441	491	501	694	1665
G004582	3022	2439	1210	2570	2076	3046	702
G004583	42	27	50	39	48	43	540
G004584	602	1914	779	724	1367	763	888
G004585	1924	7330	983	1856	3714	1848	318
G004586	101	100	152	133	113	159	282
G004587	57188	49101	41605	54709	28725	107126	648
G004588	591	645	376	661	377	715	1680
G004589	1291	6487	1035	1510	3292	2473	660
G004590	697	401	863	987	137	763	1434
G004591	266	146	413	507	53	350	1541
G004592	1946	2019	3710	2301	612	1804	2889
G004593	2110	9491	2154	2376	3123	4113	1359
G004594	2752	2525	1600	2924	1152	3070	849
G004595	1652	7530	1393	1445	2404	1080	2139
G004596	1804	4846	1315	1753	1688	1448	2064
G004597	1066	1476	865	1113	594	890	1341
G004598	1024	1644	1993	1058	1008	877	579
G004599	344	994	269	332	325	322	1803
G004600	412	471	422	437	249	394	411
G004601	1938	3529	1439	1974	1614	1657	2007
G004602	606	1261	269	523	909	422	551
G004603	102	47	90	139	40	100	346
G004604	2830	1600	4466	2711	795	2028	4224
G004605	513	260	495	686	148	574	699
G004606	452	1157	314	448	545	585	2189
G004607	351	1041	354	408	465	583	1725
G004608	97	53	60	79	43	43	918
G004609	2976	1893	2499	3514	1372	2693	729
G004610	2837	1429	3849	3467	1116	1605	1152
G004611	663	819	963	1016	636	754	1263
G004612	19679	5638	21221	22648	4030	8852	381
G004613	2375	8713	8348	3255	3209	5090	1728
G004614	472	712	371	498	530	309	1590
G004615	347	469	587	409	231	273	1485
G004616	479	1102	675	433	677	458	1143
G004617	2962	8560	3088	3588	5574	3366	1041
G004618	2237	931	2026	2580	459	898	438
G004619	153	127	166	173	119	186	570
G004620	6016	6910	9723	7889	3598	4289	657
G004621	1337	5437	2168	1727	2928	1948	657
G004622	1349	2192	3473	1521	1084	1651	1803
G004623	1156	382	1313	1604	346	738	987
G004624	13077	14495	19737	14483	8054	6965	1204
G004625	256	1397	160	252	409	575	504
G004626	403	1180	532	444	461	920	1428
G004627	1547	1427	1000	1440	795	1021	582
G004628	186	314	301	226	88	195	576
G004629	1359	3363	1283	1484	1871	1369	1212
G004630	555	1327	574	750	353	578	408
G004631	18050	53860	21448	22524	38223	27790	690
G004632	223	415	211	269	225	312	926
G004633	374	416	450	481	296	383	831
G004634	607	2520	1499	720	1356	2025	933
G004635	4247	2211	4385	4429	989	2447	1671
G004636	4835	19942	5151	5560	9011	6663	2010
G004637	31494	28004	34304	35595	13294	12329	492
G004638	982	868	2463	1031	389	679	2199
G004639	2450	1546	1840	2380	998	1705	1173
G004640	227	451	371	250	201	183	1278
G004641	2182	5013	1365	2352	2077	2647	1884
G004642	1985	5576	2400	2344	1434	2023	1766
G004643	12730	5651	22946	14220	3000	5693	720
